,number_of_words,number_of_sentences,avg_word_length,POS_CC_Count,POS_)_Count,POS_POS_Count,POS_IN_Count,POS_NNP_Count,POS_$_Count,POS_MD_Count,POS_JJ_Count,POS_RP_Count,POS_CD_Count,"POS_,_Count",POS_JJS_Count,POS_VBP_Count,POS_WP$_Count,POS_VBD_Count,POS_(_Count,POS_NN_Count,POS_VBG_Count,POS_RB_Count,POS_NNS_Count,POS_:_Count,POS_SYM_Count,POS_''_Count,POS_EX_Count,POS_PRP$_Count,POS_WP_Count,POS_PDT_Count,POS_``_Count,POS_VB_Count,POS_RBS_Count,POS_WDT_Count,POS_VBZ_Count,POS_JJR_Count,POS_DT_Count,POS_._Count,POS_VBN_Count,POS_FW_Count,POS_PRP_Count,POS_WRB_Count,POS_TO_Count,POS_UH_Count,POS_NNPS_Count,POS_RBR_Count
4570,28,1,3.4642857142857144,4,4,0,1,15,0,0,2,0,0,8,0,0,0,0,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
6468,18,1,4.055555555555555,0,4,0,2,7,0,0,0,0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0
7356,40,1,4.15,0,4,0,7,4,0,1,3,0,2,0,0,3,0,0,4,6,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,9,1,0,0,0,0,0,0,0,0
1142,52,1,4.25,0,4,0,5,3,0,1,4,0,0,2,0,3,0,1,4,4,1,4,7,0,0,0,0,0,0,0,0,5,1,0,0,0,4,5,1,0,1,1,6,0,0,0
73,24,1,5.291666666666667,1,4,0,3,0,0,0,3,0,4,1,0,0,0,0,4,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6798,63,1,4.936507936507937,0,4,0,3,4,0,0,3,0,2,0,1,0,0,1,4,8,0,1,5,0,0,0,0,0,0,1,0,4,0,0,7,2,10,7,0,0,7,1,3,0,0,0
2776,35,1,6.0,1,4,0,2,3,0,1,4,0,0,2,0,0,0,0,4,5,1,0,9,0,0,0,0,0,1,0,0,1,1,0,1,0,4,1,0,0,0,1,0,0,0,0
5946,65,1,4.630769230769231,2,4,0,7,7,0,2,5,0,0,0,3,5,0,0,4,5,0,0,7,0,0,0,0,1,0,0,0,2,0,1,1,0,11,7,0,0,2,2,2,0,0,0
679,19,1,5.2105263157894735,0,4,0,4,4,0,0,1,0,0,0,0,1,0,0,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0
4954,34,1,4.117647058823529,0,4,0,1,3,0,0,5,0,0,0,0,0,0,0,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,4,0,0,0
6861,48,1,5.208333333333333,0,4,0,7,4,0,0,9,0,1,0,0,1,0,0,4,13,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,4,2,1,0,0,1,1,0,0,0
4396,30,1,4.433333333333334,0,4,0,2,4,0,0,3,0,0,0,1,0,0,1,4,8,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,6,2,0,0,0,0,0,0,0,0
7570,22,1,5.136363636363637,0,4,0,3,3,0,0,2,0,0,0,0,0,0,0,4,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0
6100,68,1,5.073529411764706,5,4,0,2,3,0,0,5,0,2,0,0,0,0,8,4,12,0,2,9,0,0,0,0,0,1,0,0,0,1,0,2,0,15,7,1,0,0,0,0,0,0,0
3379,42,1,3.976190476190476,0,4,0,5,3,0,2,1,0,4,1,0,0,0,0,4,8,1,0,4,0,0,0,0,0,0,0,0,3,1,1,1,0,7,2,0,0,0,0,1,0,0,0
1302,33,1,4.575757575757576,0,4,1,2,5,0,1,5,0,0,0,0,0,0,0,4,10,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5,5,0,0,0,1,0,0,0,0
5810,58,1,4.017241379310345,0,4,1,5,4,0,0,1,1,1,0,1,0,0,0,4,18,1,0,0,0,0,0,0,6,0,0,0,1,0,2,6,0,7,2,0,0,3,0,1,0,0,0
6752,22,1,4.681818181818182,0,4,4,2,8,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0
1638,23,1,4.130434782608695,0,4,0,2,3,0,0,1,0,0,1,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,4,0,2,0,0,0,1,0,0,0
6605,41,1,4.341463414634147,5,4,0,3,7,0,1,2,0,0,2,0,0,0,1,4,9,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,1,0,0,0,0,0,1,0
6398,68,1,4.5588235294117645,0,4,0,10,3,0,0,3,0,0,0,0,2,0,1,4,15,2,1,4,0,0,0,0,0,1,0,0,2,0,1,5,0,12,2,3,0,1,0,2,0,0,0
1577,20,1,4.7,0,4,0,2,3,0,1,1,0,0,0,0,0,0,0,4,6,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,3,1,0,0,0,0,0,0,0,0
839,70,1,5.0285714285714285,4,4,0,7,6,0,0,14,0,0,1,0,5,0,0,4,12,0,0,5,0,0,0,0,0,0,0,0,1,0,1,6,2,4,5,1,0,0,1,1,0,0,0
1694,87,1,5.402298850574713,3,4,0,11,4,0,0,7,0,0,0,0,2,0,2,4,18,3,3,9,0,0,0,0,0,0,0,0,0,1,1,3,1,14,4,4,0,0,0,1,0,0,0
47,21,1,5.238095238095238,0,4,0,2,3,0,0,3,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0
5682,80,1,4.6625,1,4,0,10,8,0,6,5,2,0,1,0,1,0,0,4,16,0,1,4,0,0,0,0,0,0,0,0,6,1,1,3,0,13,8,0,0,1,0,1,0,0,0
1012,22,1,4.909090909090909,0,4,0,1,3,0,1,3,0,0,0,0,1,0,1,4,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0
5039,62,1,4.225806451612903,1,4,0,3,4,0,1,5,0,0,0,0,4,0,0,4,14,0,1,1,0,0,0,0,0,0,0,0,7,1,0,1,1,12,2,0,0,0,1,5,0,0,0
4914,24,1,5.208333333333333,0,4,0,1,3,0,1,1,0,0,0,0,0,0,0,4,9,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,1,0,0,0
203,19,1,4.473684210526316,0,4,0,2,3,0,0,0,0,0,0,0,0,0,0,4,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0
4398,58,1,4.068965517241379,0,4,0,7,5,0,1,0,1,0,0,1,0,0,0,4,11,4,0,2,0,0,0,0,0,0,0,0,5,0,1,2,0,13,2,0,0,2,0,3,0,0,0
1614,27,1,5.185185185185185,0,4,0,5,3,0,0,1,0,0,0,1,1,0,0,4,2,0,1,7,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,0,0,0,0
5549,44,1,4.318181818181818,1,4,0,4,7,0,0,4,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,5,0,0,0,0,0,0,0,0
1610,20,1,5.15,0,4,0,2,3,0,0,2,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,1
6566,63,1,5.142857142857143,0,4,0,9,4,0,0,4,0,0,0,1,1,0,0,4,13,0,6,4,0,0,0,0,0,0,0,0,0,0,0,4,4,9,6,0,0,2,1,0,0,0,1
3712,39,1,4.461538461538462,1,4,0,7,0,0,0,3,0,4,2,0,2,0,1,4,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0
3709,37,1,5.216216216216216,0,4,0,4,4,0,0,2,0,0,1,0,0,0,0,4,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,2,1,0,0,1,0,0,0,0
1094,31,1,4.0,0,3,0,5,2,0,1,2,0,0,1,0,3,0,0,3,5,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,0,0,0
373,20,1,5.35,1,4,0,1,4,0,0,0,0,0,0,0,2,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4,1,0,0,0,1,0,0,0
4493,30,1,5.9,0,4,2,1,2,0,0,3,0,5,0,0,0,0,0,4,7,5,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
6808,63,1,5.142857142857143,1,4,0,7,8,0,0,6,0,0,5,0,1,0,0,4,13,2,1,2,0,0,0,0,0,0,0,0,1,0,0,5,4,10,6,1,0,0,0,1,0,0,0
5304,31,1,3.870967741935484,0,4,0,2,14,0,0,1,0,0,9,0,0,0,0,4,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,3,0,1,0,0,0
461,32,1,5.15625,0,4,3,6,5,0,0,3,0,4,0,0,0,0,1,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,1,0,0,0
3853,64,1,4.15625,0,4,0,7,3,0,0,3,1,0,0,1,4,0,0,4,15,0,2,1,0,0,0,0,0,1,0,0,2,0,1,4,1,13,2,1,0,2,0,2,0,0,0
7531,39,1,5.410256410256411,0,4,0,6,4,0,0,3,0,0,0,1,0,0,4,4,2,0,0,5,0,0,0,0,3,0,0,0,1,0,0,0,0,4,5,2,0,3,0,1,0,0,0
7199,59,1,5.338983050847458,2,4,0,12,8,0,0,6,0,0,0,0,0,0,0,4,18,0,1,3,0,0,0,0,0,0,0,0,0,0,1,2,0,5,1,0,0,1,0,0,0,0,0
5104,21,1,4.476190476190476,0,4,0,2,3,0,0,0,0,0,0,0,0,0,0,4,7,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,2,1,1,0,0,0,1,0,0,0
647,30,1,6.366666666666666,0,4,0,5,4,0,0,2,0,0,0,0,0,0,1,4,8,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0
1524,63,1,5.206349206349207,0,4,0,6,3,0,4,7,0,0,0,0,1,0,0,4,18,2,1,3,0,0,0,0,0,0,0,0,4,1,0,1,0,11,1,1,0,0,0,0,0,0,0
1059,59,1,5.186440677966102,1,4,0,5,6,0,0,4,0,0,2,0,4,0,0,4,11,3,0,10,0,0,0,0,0,0,0,0,3,0,0,0,3,4,6,1,0,0,0,3,0,0,1
3561,27,1,4.222222222222222,0,4,0,1,3,0,1,2,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,1,2,0,0,0,1,0,0,0
4132,42,1,4.666666666666667,1,4,0,2,3,0,0,5,0,1,1,0,4,0,0,4,4,1,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,7,6,2,0,2,0,1,0,0,0
4025,84,1,4.5,2,4,0,10,4,0,0,5,0,0,0,1,8,0,0,4,12,0,0,10,0,0,0,0,6,0,0,0,1,0,1,1,0,14,6,4,0,2,1,2,0,0,0
4965,75,1,4.773333333333333,5,4,2,10,3,0,0,4,0,2,2,0,1,0,0,4,14,3,0,12,0,0,0,0,0,1,0,0,1,1,0,4,0,10,4,2,0,0,0,2,0,0,0
722,23,1,4.260869565217392,0,4,0,3,4,0,0,1,0,0,0,0,0,0,0,4,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0
7712,59,1,5.169491525423729,0,4,0,8,4,0,2,3,0,0,1,0,0,0,0,4,14,2,0,6,0,0,0,0,0,0,0,0,5,0,1,1,0,8,3,1,0,0,0,4,0,0,0
726,45,1,6.133333333333334,1,4,0,5,4,0,1,8,0,0,0,0,1,0,0,4,10,3,2,6,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,1,0,0,0,0,0,0,0
3307,105,1,5.123809523809523,2,4,0,8,6,0,0,6,0,0,4,0,4,0,0,4,26,0,4,10,0,0,0,0,0,0,0,0,5,0,2,9,0,11,8,6,0,0,1,5,0,0,0
2772,36,1,5.333333333333333,0,4,0,2,4,0,1,5,0,0,1,0,1,0,0,4,9,0,0,3,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,1,0,1,1,1,0,0,1
1934,35,1,5.171428571428572,0,4,0,7,3,0,1,1,0,0,0,1,0,0,0,4,10,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,2,0,0,1,0,0,0,0
5088,26,1,5.5,0,4,0,2,6,0,0,0,0,0,0,0,1,0,0,4,10,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,0,0,0,1,0,0,0
6256,44,1,4.545454545454546,0,4,0,4,3,0,1,0,0,0,0,0,2,0,0,4,10,0,2,2,0,0,0,0,1,0,0,0,2,0,0,2,0,8,1,2,0,3,1,1,0,0,0
5287,57,1,4.789473684210527,0,4,0,8,4,0,1,1,0,0,0,0,0,0,0,4,14,0,1,2,0,0,0,0,0,0,0,0,1,0,0,5,0,12,5,4,0,0,2,1,0,0,1
4311,28,1,4.714285714285714,1,4,0,4,3,0,0,1,0,0,0,0,0,0,0,4,9,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,0,4,1,0,0,0,0,0,0,0,0
3214,78,1,4.67948717948718,1,4,0,11,4,0,1,7,0,8,2,1,1,0,5,4,14,5,0,1,0,0,0,0,2,0,0,0,1,1,0,0,4,8,4,0,0,2,0,1,0,0,0
1316,25,1,5.12,0,4,0,3,4,0,0,1,0,0,0,0,0,0,0,4,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,0,0,0,0,0,0,0,0
2209,27,1,5.518518518518518,1,4,0,3,3,0,1,1,0,0,0,0,0,0,0,4,2,0,1,5,0,0,0,0,0,0,0,0,2,0,1,2,0,5,1,0,0,0,0,0,0,0,0
5618,45,1,5.533333333333333,1,4,1,4,6,0,1,3,0,0,1,0,2,0,0,4,14,1,1,4,0,0,0,0,0,0,0,0,0,0,1,2,0,2,5,1,0,0,0,2,0,0,0
2669,62,1,5.645161290322581,1,4,0,2,5,0,0,3,0,0,6,0,6,0,2,4,12,2,1,13,0,0,0,0,0,0,0,0,1,0,0,1,0,12,3,1,0,0,0,0,0,0,0
625,30,1,5.466666666666667,1,4,0,3,3,0,1,5,0,0,1,0,0,0,0,4,4,0,1,5,0,0,1,0,0,0,0,1,1,0,0,0,0,5,4,1,0,0,0,0,0,0,0
5385,21,1,6.047619047619048,0,4,0,1,3,0,0,1,0,0,0,0,0,0,0,4,8,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,0,0,0,0
440,40,1,4.575,0,4,0,3,3,0,1,3,0,0,0,0,0,0,1,4,8,1,0,5,0,0,0,0,0,0,0,0,2,0,0,2,1,7,3,0,0,2,0,1,0,0,0
3819,29,1,4.931034482758621,0,4,1,3,4,0,0,3,0,4,0,0,0,0,1,4,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,1,0,0,0
6316,44,1,3.7954545454545454,0,4,0,6,10,0,0,2,0,0,0,0,0,0,0,4,4,2,0,3,0,0,0,0,0,0,0,0,0,0,1,5,0,8,5,1,0,2,0,0,0,0,0
3189,47,1,5.1063829787234045,2,4,1,6,4,0,0,1,0,0,0,0,0,0,1,4,16,1,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0,7,3,3,0,0,0,0,0,0,0
4,25,1,5.24,1,4,0,1,0,0,0,3,0,4,2,0,2,0,1,4,2,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,0,0,0
2711,20,1,4.75,0,4,0,1,3,0,0,1,0,0,0,1,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0
4158,42,1,4.738095238095238,0,4,0,3,4,0,0,5,0,0,0,0,3,0,1,4,14,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4,2,1,0,2,0,2,0,0,0
14,43,1,5.209302325581396,2,4,0,5,5,0,0,5,0,0,4,0,1,0,0,4,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,2,0,0,0,0,0,0,0
911,22,1,4.727272727272728,1,4,0,2,4,0,0,0,0,0,0,0,1,0,0,4,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0
4415,19,1,3.947368421052632,1,4,0,1,3,0,0,2,0,2,0,0,1,0,0,4,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0
3681,48,1,4.5,0,4,0,5,5,0,0,4,0,0,0,0,1,0,0,4,10,1,0,4,0,0,0,0,0,0,0,0,1,0,2,2,0,11,2,1,0,0,0,1,0,0,0
2833,32,1,5.375,4,4,0,2,3,0,0,5,0,1,0,0,1,0,0,4,7,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0
3190,41,1,4.439024390243903,0,4,1,7,3,0,1,1,0,0,0,0,0,0,1,4,8,1,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,8,1,1,0,0,2,0,0,0,0
400,94,1,4.446808510638298,2,4,0,9,3,0,0,8,0,0,4,0,2,0,0,4,21,0,0,7,0,0,0,0,2,0,0,0,4,1,0,10,0,14,7,0,0,7,0,4,0,0,0
2713,25,1,4.48,0,4,0,2,4,0,0,1,0,0,0,0,0,0,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,1,2,0,1,1,0,0,0,0
4737,72,1,4.555555555555555,3,4,0,12,7,0,0,5,0,0,1,1,1,0,0,4,15,1,3,9,0,0,0,0,0,0,0,0,0,0,0,2,0,11,6,0,0,1,1,0,0,0,0
6856,26,1,4.961538461538462,2,4,0,3,3,0,0,1,0,0,0,1,0,0,0,4,7,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0
7378,51,1,4.15686274509804,0,4,0,8,3,0,1,2,0,0,0,0,0,0,2,4,13,0,0,3,0,0,0,0,0,0,0,0,2,0,2,0,0,12,1,2,0,0,0,1,0,0,0
450,21,1,5.238095238095238,0,4,0,2,4,0,0,4,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0
1477,29,1,4.724137931034483,0,4,0,2,3,0,1,3,0,0,0,0,0,0,0,4,13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,1,0,0,0,0,0,0,0,0
2504,56,1,5.089285714285714,2,4,0,8,3,0,0,3,0,0,0,0,2,0,0,4,18,4,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,7,5,0,0,4,0,2,0,0,0
5624,18,1,4.888888888888889,0,4,0,1,0,0,0,2,0,4,0,0,0,0,0,4,5,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0
7386,60,1,4.6,1,4,0,11,10,0,1,4,0,0,0,1,1,0,1,4,12,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,13,2,0,0,1,0,0,0,0,0
7601,28,1,5.071428571428571,0,4,0,2,5,0,0,5,0,0,0,0,0,0,0,4,5,0,0,2,0,0,0,0,4,0,0,0,0,0,0,1,0,3,1,0,0,0,0,1,0,0,0
3211,41,1,4.682926829268292,2,7,0,3,7,0,0,5,0,0,0,0,1,0,0,7,10,0,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,3,5,0,0,0,0,4,0,0,0
962,59,1,4.830508474576271,5,4,0,7,6,0,2,2,0,0,0,0,1,0,0,4,12,2,0,11,0,0,0,0,0,0,0,0,2,0,1,1,0,6,3,1,0,0,0,0,0,0,0
7357,45,1,5.044444444444444,0,4,0,2,4,0,0,6,0,1,0,0,2,0,1,4,8,1,1,1,0,0,0,0,0,0,0,0,1,1,1,2,1,8,5,1,0,1,1,1,0,0,0
717,59,1,4.457627118644068,0,4,0,4,3,0,0,2,0,0,0,0,5,0,1,4,16,1,0,3,0,0,0,0,2,0,0,0,2,0,0,6,0,9,7,0,0,2,1,2,0,0,0
5768,31,1,4.838709677419355,0,4,0,2,4,0,0,2,0,0,0,1,1,0,0,4,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,1,0,0,0,0,0,0,0,0
4628,45,1,5.222222222222222,0,4,0,3,6,0,1,3,0,0,0,0,4,0,0,4,12,0,1,3,0,0,0,0,0,0,0,0,4,0,0,2,0,5,6,0,0,0,0,1,0,0,0
4422,31,1,5.387096774193548,0,4,0,2,4,0,0,3,0,0,0,0,0,0,0,4,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,4,0,0,0,1,0,0,0,0
757,37,1,4.702702702702703,1,4,0,3,3,0,0,2,0,0,0,0,2,0,0,4,11,0,2,3,0,0,0,0,3,0,0,0,0,0,0,2,0,4,2,0,0,0,1,0,0,0,0
4851,25,1,4.68,0,4,1,1,4,0,0,1,0,0,0,0,1,0,0,4,10,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,1,2,1,0,0,0,1,0,0,0
218,46,1,3.782608695652174,0,4,0,6,7,0,0,3,0,6,0,0,0,0,0,4,11,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,0,7,2,0,0,0,0,0,0,0,0
2089,42,1,6.333333333333333,0,4,0,8,4,0,0,8,0,0,2,0,0,0,0,4,8,0,0,8,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,1,0,0,0,1,0,0,0
5811,50,1,4.3,1,4,0,3,5,0,0,7,0,0,1,0,0,0,1,4,10,0,0,2,0,0,0,0,7,0,0,0,1,1,0,3,0,5,4,0,0,3,0,1,0,0,0
6052,85,1,5.270588235294118,1,4,0,15,4,0,0,8,0,0,1,0,4,0,2,4,9,2,1,19,0,0,0,0,0,0,0,0,0,0,0,2,4,6,6,7,0,0,1,0,0,0,0
4456,31,1,4.419354838709677,0,4,0,2,5,0,1,0,1,0,0,0,2,0,0,4,8,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,7,1,0,0,0,0,0,0,0,0
1667,24,1,5.125,0,4,0,2,11,0,0,3,0,1,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
1230,45,1,4.911111111111111,0,4,0,8,6,0,0,2,0,0,0,0,1,0,0,4,4,0,1,7,0,0,0,0,1,0,0,0,0,0,2,4,0,4,5,4,0,0,0,1,0,0,0
7772,30,1,4.5,0,4,0,5,4,0,1,2,0,0,1,0,0,0,1,4,6,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,4,1,1,0,0,0,0,0,0,0
6563,31,1,5.580645161290323,0,4,0,4,3,0,1,1,0,0,1,0,0,0,0,4,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,7,5,2,0,0,0,0,0,0,0
1409,39,1,5.512820512820513,3,4,0,3,6,0,0,7,0,0,2,0,2,0,0,4,6,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,1,0,0,0,0,0
1731,38,1,4.921052631578948,0,4,0,7,3,0,0,3,0,0,0,0,0,0,0,4,12,0,0,2,0,0,0,0,0,0,0,0,2,0,0,3,1,3,1,0,0,0,0,2,0,0,0
7106,46,1,4.695652173913044,1,4,0,7,4,0,1,2,0,0,1,0,1,0,0,4,15,0,1,1,0,0,0,0,0,0,0,0,2,0,1,2,0,6,3,1,0,1,0,1,0,0,0
39,60,1,4.683333333333334,2,4,0,6,7,0,0,2,1,0,1,0,3,0,0,4,13,0,2,2,0,0,0,0,0,1,0,0,2,0,0,1,0,9,5,2,0,0,1,6,0,0,0
1438,18,1,4.777777777777778,1,4,0,0,3,0,0,3,0,0,0,1,2,0,0,4,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0
5989,55,1,4.109090909090909,0,4,0,9,9,0,0,2,1,0,1,0,1,0,0,4,9,2,0,1,0,0,0,0,2,1,0,0,1,0,0,5,0,8,6,0,0,1,1,2,0,0,0
6368,56,1,5.392857142857143,0,4,4,6,3,0,1,8,0,0,0,0,1,0,2,4,7,5,0,10,0,0,0,0,0,0,0,0,1,1,0,0,0,9,2,1,0,0,1,0,0,0,0
5910,53,1,4.716981132075472,0,4,0,7,4,0,0,3,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,1,0,0,0,1,0,1,5,0,13,2,2,0,0,0,1,0,0,0
3865,46,1,4.108695652173913,0,4,0,8,4,0,0,3,0,3,0,0,0,0,0,4,11,0,0,3,0,0,1,0,0,0,0,1,1,0,0,1,0,7,4,1,0,1,0,3,0,0,0
3534,46,1,4.3478260869565215,0,4,0,6,4,0,1,4,0,0,0,0,1,0,0,4,11,0,1,3,0,0,0,0,0,0,0,0,2,0,1,2,0,8,3,1,0,0,0,1,0,0,0
5879,47,1,5.553191489361702,0,4,0,6,3,0,5,3,0,0,0,2,1,0,0,4,2,0,1,10,0,0,0,0,1,0,0,0,5,0,0,1,0,2,6,1,0,0,1,0,0,3,0
715,19,1,4.789473684210527,0,4,0,1,3,0,0,2,0,0,0,0,0,0,0,4,7,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0
4895,43,1,4.767441860465116,0,4,0,7,4,0,0,4,0,1,1,0,0,0,1,4,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,0,0,0,0,0,0,1
3612,99,1,5.0606060606060606,8,7,0,7,7,0,1,9,0,1,1,0,5,0,0,7,25,0,1,7,0,0,0,0,0,1,0,0,2,0,2,5,0,14,7,0,0,1,1,2,0,0,0
6931,19,1,5.052631578947368,0,4,0,2,3,0,0,1,0,0,0,0,0,0,0,4,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0
1369,55,1,4.927272727272728,0,4,0,7,8,0,0,4,0,0,0,1,3,0,0,4,7,1,2,6,0,0,0,0,0,0,0,0,0,0,0,4,0,8,6,4,0,0,0,0,0,0,0
4304,55,1,5.163636363636364,0,4,0,5,3,0,1,6,0,0,1,0,1,0,0,4,12,6,0,4,0,0,0,0,0,0,0,0,3,1,0,1,0,8,2,1,0,0,1,2,0,0,0
6444,22,1,3.8181818181818175,0,4,0,1,3,0,1,1,0,0,0,0,0,0,0,4,6,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,1,0,0,0,0,0,0,0,0
6410,32,1,4.78125,1,4,0,2,4,0,0,3,0,9,3,0,0,0,1,4,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,5,2,0,0,0,0,0,0,0,0
1702,29,1,4.931034482758621,0,4,0,4,3,0,0,7,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,1,0,0,0,1,0,0,0
5435,58,1,4.655172413793103,1,4,1,8,4,0,0,3,0,0,1,0,0,0,3,4,13,0,1,1,0,0,0,0,0,0,0,0,2,0,0,5,0,8,4,3,0,2,2,2,0,0,0
1522,24,1,5.041666666666667,1,4,0,3,4,0,0,1,0,0,2,0,0,0,0,4,5,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,1,0,0,0,0,0,0,0
